iter	RMSE
374	0.2868941958
375	0.2855948706
376	0.2835354533
377	0.2822515421
378	0.2804458241
379	0.2800442163
380	0.2795734725
381	0.2790885141
382	0.2786534586
383	0.2782645068
384	0.2767605058
385	0.276018527
386	0.2756905932
387	0.2738107475
388	0.2735259626
389	0.2719083196
390	0.2706160113
391	0.2702621477
392	0.2691725125
393	0.2688699124
394	0.2670186526
395	0.2665531119
396	0.2651598348
397	0.2648325463
398	0.2645136934
399	0.2637964048
400	0.2630406992
401	0.262562058
402	0.2621257624
403	0.2618020001
404	0.260400354
405	0.2592560347
406	0.2575833168
407	0.2566667735
408	0.2548762289
409	0.2542649503
410	0.2530927536
411	0.2514318831
412	0.2503240419
413	0.2491162058
414	0.2483107637
415	0.2473320244
416	0.2456832297
417	0.2451309243
418	0.2447224155
419	0.2430220203
420	0.2414207471
421	0.2401034134
422	0.2392576459
423	0.2377662077
424	0.237411289
425	0.237130733
426	0.2359915477
427	0.2350059116
428	0.2345073959
429	0.2335504318
430	0.2333065107
431	0.2325828981
432	0.2310444644
433	0.2303421865
434	0.2293645725
435	0.2285492664
436	0.2273234869
437	0.2270958821
438	0.2260236332
439	0.2257682202
440	0.2255589006
441	0.2242472528
442	0.2236704059
443	0.2227421012
444	0.2218355757
445	0.2204450656
446	0.2197671451
447	0.2183492283
448	0.2175517174
449	0.2169697611
450	0.21549808
451	0.2146792728
452	0.2135840481
453	0.2133869705
454	0.2126688181
455	0.2118272024
456	0.2106716453
457	0.2101677425
458	0.2099012215
459	0.2091166274
460	0.2085337912
461	0.2083259409
462	0.2075125721
463	0.2066574515
464	0.2053270352
465	0.2051150276
466	0.2039050703
467	0.2025425113
468	0.2014257936
469	0.2007290831
470	0.2001608074
471	0.199043876
472	0.1981836533
473	0.1974488951
474	0.1969425559
475	0.195870409
476	0.194913164
477	0.1944345949
478	0.1932008142
479	0.193068622
480	0.1924805032
481	0.1913168064
482	0.1904881269
483	0.1903160713
484	0.1899035412
485	0.1891016683
486	0.1880139374
487	0.1878520446
488	0.186931618
489	0.1863022222
490	0.1861678354
491	0.1860375914
492	0.1858766963
493	0.1848015369
494	0.1843999529
495	0.1834390217
496	0.1823332384
497	0.1814188512
498	0.1808137775
499	0.1802115921
500	0.1792542548
501	0.178062572
502	0.1773410936
503	0.1766675006
504	0.1756218904
505	0.1747037615
506	0.1736237648
507	0.1730869785
508	0.1727725543
509	0.171808833
510	0.171455086
511	0.1709111452
512	0.1705964637
513	0.1695537287
514	0.1688325962
515	0.1681473175
516	0.1679270644
517	0.1668003657
518	0.1665986255
519	0.1662410089
520	0.1656191889
521	0.1648226142
522	0.1646342564
523	0.1637378522
524	0.1630719044
525	0.162764451
526	0.1618314654
527	0.1611729358
528	0.1604124808
529	0.1601186079
530	0.1591787396
531	0.1589951855
532	0.1585748938
533	0.1576120187
534	0.1570742372
535	0.1568643425
536	0.1564498462
537	0.155860039
538	0.1552985387
539	0.1546588888
540	0.1541071113
541	0.1535970293
542	0.152872055
543	0.1520420269
544	0.1514660863
545	0.1504943276
546	0.1502684921
547	0.1497096017
548	0.1488077423
549	0.1478167492
550	0.1473984021
551	0.1463263171
552	0.1458052255
553	0.1452932489
554	0.144588857
555	0.1436381563
556	0.1428950014
557	0.141999224
558	0.1417384709
559	0.1409095173
560	0.1402661581
561	0.1399855947
562	0.1391564452
563	0.138617969
564	0.1382192207
565	0.1380014147
566	0.1378641245
567	0.1376291502
568	0.1370733459
569	0.1366802087
570	0.1358725059
571	0.1352414278
572	0.1351007029
573	0.1347014782
574	0.1340493743
575	0.1337627418
576	0.133029093
577	0.1324232329
578	0.13219731
579	0.1316528974
580	0.1314859174
581	0.1307854638
582	0.130268873
583	0.1297316725
584	0.1291747413
585	0.1289767831
586	0.1286693698
587	0.1281426401
588	0.1277973734
589	0.1276702584
590	0.1275748226
591	0.1269986927
592	0.126402157
593	0.1261662685
594	0.1255184276
595	0.1247967435
596	0.1246880936
597	0.1237677311
598	0.1231262049
599	0.1229696025
600	0.1226151842
601	0.1220906493
602	0.1213008121
603	0.1208448614
604	0.1202054626
605	0.1197121045
606	0.1191209324
607	0.1186491266
608	0.1182137862
609	0.1178417988
610	0.1175695598
611	0.1168702077
612	0.1167523658
613	0.1162746445
614	0.1152925619
615	0.1151222821
616	0.1144609522
617	0.1141641935
618	0.1139832628
619	0.1133273155
620	0.1131835105
621	0.1130328272
622	0.1123919768
623	0.1119936927
624	0.1117419782
625	0.1111093724
626	0.1106433731
627	0.1102755187
628	0.1099102214
629	0.1095784977
630	0.1089557292
631	0.1085851961
632	0.108457565
633	0.1083399977
634	0.1082034962
635	0.1076266384
636	0.107270134
637	0.1067607968
638	0.1062162536
639	0.1057897395
640	0.1052567289
641	0.1048062352
642	0.1042798881
643	0.1039370684
644	0.103374542
645	0.1032583762
646	0.1028318585
647	0.1026848303
648	0.1024231246
649	0.1021109738
650	0.1017636942
651	0.1016288371
652	0.101364562
653	0.1011085553
654	0.100749954
655	0.1006290203
656	0.1000928273
657	0.09978741341
658	0.09942166425
659	0.09910635984
660	0.09891827164
661	0.09849767706
662	0.09812116449
663	0.09799042337
664	0.0975157855
665	0.09698117794
666	0.09642182141
667	0.09629173182
668	0.09598222931
669	0.09569010627
670	0.09551777326
671	0.09513086174
672	0.09461491619
673	0.09457083162
674	0.09426935699
675	0.09371036194
676	0.09310236167
677	0.09262742065
678	0.09249887134
679	0.09183631881
680	0.09121508611
681	0.09105420341
682	0.09071869519
683	0.09062635875
684	0.09015346518
685	0.090033553
686	0.08997158909
687	0.08944139831
688	0.08895447973
689	0.08844787751
690	0.08804792287
691	0.08764901065
692	0.08746430716
693	0.08732768479
694	0.08690984678
695	0.08644805592
696	0.08608278623
697	0.08551963358
698	0.08507530879
699	0.08471918168
700	0.08435199211
701	0.08379313982
702	0.08371442945
703	0.08353459898
704	0.08321246777
705	0.08305311325
706	0.08258477422
707	0.0825144042
708	0.08235557438
709	0.08227526268
710	0.08220619189
711	0.08206155848
712	0.081656501
713	0.08131823744
714	0.08124326006
715	0.08079463879
716	0.08074618299
717	0.0803854273
718	0.08020025876
719	0.07986385675
720	0.07944543287
721	0.07898403608
722	0.07882872543
723	0.07841916596
724	0.0780662448
725	0.07764600721
726	0.07727356657
727	0.07720868121
728	0.07714780702
729	0.07707609492
730	0.07671687942
731	0.07651082509
732	0.07630860472
733	0.07599642712
734	0.07549820759
735	0.07518650696
736	0.07485629974
737	0.0748125241
738	0.07471948434
739	0.07453150777
740	0.07419814199
741	0.07377079951
742	0.07367171258
743	0.07343383084
744	0.07334049874
745	0.0730766924
746	0.07278285467
747	0.07267497392
748	0.07235407925
749	0.07218088141
750	0.07209636511
751	0.07186466685
752	0.07179450779
753	0.07175531872
754	0.07171581777
755	0.07165413283
756	0.0713033201
757	0.07119660287
758	0.07073824138
759	0.07040834795
760	0.07017820226
761	0.06976094238
762	0.06957947513
763	0.06952527999
764	0.06944917917
765	0.0693838576
766	0.06932719825
767	0.069079782
768	0.06896743736
769	0.0686387626
770	0.06845798449
771	0.06820050825
772	0.06814443707
773	0.06801476004
774	0.0677983493
775	0.06772476915
776	0.06769210924
777	0.06726390072
778	0.06705644176
779	0.06685095925
780	0.06660329698
781	0.06655422298
782	0.06636585756
783	0.06605836488
784	0.06589659672
785	0.06551984886
786	0.06520765199
787	0.06497295201
788	0.06470944985
789	0.06454308095
790	0.06422819625
791	0.06418078181
792	0.06406145711
793	0.0637395479
794	0.06370159574
795	0.06350106515
796	0.06328388357
797	0.06318727506
798	0.06313826683
799	0.06282908053
800	0.06277024161
801	0.06247676594
802	0.06230498773
803	0.06201051873
804	0.06170155461
805	0.06146980506
806	0.06120176681
807	0.06101290952
808	0.06076970371
809	0.06052215204
810	0.06030930923
811	0.06019665371
812	0.05987187774
813	0.05948189325
814	0.05935354307
815	0.05889297412
816	0.05874219897
817	0.05836676421
818	0.05811694581
819	0.05787759351
820	0.05767117103
821	0.05733962711
822	0.05693448501
823	0.05670946037
824	0.05643718036
825	0.05617314296
826	0.05580139726
827	0.05547460454
828	0.05516594112
829	0.05500939742
830	0.05483424354
831	0.05479878139
832	0.05445693033
833	0.05418303036
834	0.0539377854
835	0.05372105445
836	0.05345711894
837	0.05316510202
838	0.05299474135
839	0.05291501142
840	0.05278756904
841	0.05275010734
842	0.05271772871
843	0.05253838332
844	0.05218837064
845	0.05205919396
846	0.05173951908
847	0.05153555741
848	0.05135891883
849	0.05132516303
850	0.05110852069
851	0.05079112025
852	0.05056761183
853	0.05047737009
854	0.05029590669
855	0.05009017316
856	0.0499690424
857	0.04988883574
858	0.0496862698
859	0.04949833839
860	0.04928838385
861	0.04910002391
862	0.04899026701
863	0.04870346254
864	0.04850804856
865	0.04830513531
866	0.04811866101
867	0.04800198168
868	0.04786167805
869	0.04759248529
870	0.04731577381
871	0.04708163178
872	0.04672411913
873	0.04644313299
874	0.04626774722
875	0.04621930255
876	0.04612313209
877	0.04597732256
878	0.04579970093
879	0.04576869244
880	0.04562718496
881	0.04538360261
882	0.04521872569
883	0.04514473246
884	0.04495131254
885	0.04485388248
886	0.04482298085
887	0.04458871035
888	0.0443793353
889	0.04419135055
890	0.04410614576
891	0.04396326026
892	0.04386910826
893	0.04368064341
894	0.04354810404
895	0.04333187441
896	0.04318108567
897	0.04310435111
898	0.04300546681
899	0.04297931448
900	0.04282026267
901	0.04277713766
902	0.04254418458
903	0.04251901197
904	0.04235134848
905	0.04221725419
906	0.04209930728
907	0.04193018846
908	0.0417159684
909	0.04157706125
910	0.04155062946
911	0.04141367747
912	0.04137703638
913	0.04129952629
914	0.04122356295
915	0.04102498925
916	0.04093124974
917	0.04071891203
918	0.04051758318
919	0.04032186776
920	0.04017265581
921	0.03997622817
922	0.03993998671
923	0.03974990119
924	0.03954278323
925	0.03938145354
926	0.03935141291
927	0.03918990558
928	0.03908792568
929	0.03894714618
930	0.03891893397
931	0.03871667499
932	0.03856737639
933	0.03854970204
934	0.03851801999
935	0.03840317103
936	0.03822838483
937	0.03815645076
938	0.03811068724
939	0.03784216696
940	0.03781130745
941	0.03756429153
942	0.0374322379
943	0.03739307567
944	0.03725353261
945	0.03712678683
946	0.03709347854
947	0.0369863071
948	0.03685320015
949	0.03682830897
950	0.03672133852
951	0.03659365022
952	0.03654134683
953	0.03634888802
954	0.03625909654
955	0.03616648671
956	0.03612651639
957	0.03602879465
958	0.03578257311
959	0.03565734518
960	0.03550908861
961	0.03536743871
962	0.03524462879
963	0.03520557001
964	0.03510525643
965	0.03507666271
966	0.03500207593
967	0.03495284106
968	0.03483205166
969	0.03480688223
970	0.03457927724
971	0.03442617211
972	0.03434981967
973	0.0342996502
974	0.03412235677
975	0.03396148719
976	0.03382267067
977	0.03374881047
978	0.0337276428
979	0.03361226861
980	0.03355356726
981	0.03339064682
982	0.03320947883
983	0.03317750946
984	0.03296852004
985	0.03283328281
986	0.03278630857
987	0.03264929314
988	0.03256728604
989	0.03243806852
990	0.03240194881
991	0.03221318289
992	0.03215968746
993	0.03207045511
994	0.0319105428
995	0.03186480531
996	0.03178114798
997	0.03170605765
998	0.03161207249
999	0.03148523282
